Symbol,Direction,Entry_Price,Exit_Price,Reason,Close_Tick,Entry_Time,Close_Time,Price_Change,Price_Change_Percent,Balance
USDCHF,SELL,0.8663404405117034,0.865900069475174,TAKE_PROFIT,674,0.02101851813495159,0.021041667088866234,0.0004403710365294966,0.05083117628323938,10005.0
USDCHF,SELL,0.8662298917770386,0.8667398750782013,STOP_LOSS,690,0.021064814180135727,0.021064814180135727,-0.0005099833011626975,-0.058873897795940246,9999.9975
USDCHF,SELL,0.8663896858692169,0.8658899366855621,TAKE_PROFIT,684,0.021064814180135727,0.021064814180135727,0.0004997491836548074,0.05768180205809206,10004.997498749999
USDCHF,SELL,0.8663693189620971,0.8668198227882385,STOP_LOSS,793,0.021076388657093048,0.021250000223517418,-0.00045050382614142404,-0.05199905124538848,9999.995000000625
USDCHF,SELL,0.8666395604610443,0.8661992907524109,TAKE_PROFIT,844,0.021250000223517418,0.021423611789941788,0.00044026970863342285,0.050801939897505186,10004.994997500626
USDCHF,SELL,0.8663896858692169,0.8668401896953583,STOP_LOSS,1182,0.021504629403352737,0.023368055000901222,-0.000450503826141313,-0.051997828862579205,9999.992500001876
GBPUSD,SELL,1.2945893824100494,1.2922597646713256,TAKE_PROFIT,12948,0.22917823493480682,0.22917823493480682,0.002329617738723755,0.17995032018467996,10004.992496251876
GBPUSD,SELL,1.2945789992809296,1.2937002301216125,TAKE_PROFIT,12952,0.22917823493480682,0.22917823493480682,0.000878769159317061,0.0678806901552683,10009.994992500002
NZDUSD,SELL,0.5975903689861298,0.5982801139354706,STOP_LOSS,9711,0.22917823493480682,0.22917823493480682,-0.0006897449493408203,-0.11542102837283669,10004.989995003752
NZDUSD,SELL,0.5977003872394562,0.5982801139354706,STOP_LOSS,9712,0.22917823493480682,0.22917823493480682,-0.0005797266960144709,-0.09699285936420442,9999.987500006251
NZDUSD,SELL,0.5975804686546327,0.5982801139354706,STOP_LOSS,9713,0.22917823493480682,0.22917823493480682,-0.0006996452808379905,-0.11707967671921109,9994.987506256248
NZDUSD,SELL,0.5975299179553986,0.5984494686126709,STOP_LOSS,9714,0.22917823493480682,0.22917823493480682,-0.0009195506572723389,-0.15389198593081607,9989.99001250312
NZDUSD,SELL,0.5974298000335694,0.5984494686126709,STOP_LOSS,9715,0.22917823493480682,0.22917823493480682,-0.001019668579101518,-0.17067588175953446,9984.995017496869
GBPUSD,SELL,1.2935988008975983,1.2942903637886047,STOP_LOSS,12957,0.22917823493480682,0.22917823493480682,-0.0006915628910064697,-0.05346038435770119,9980.00251998812
GBPUSD,SELL,1.2941993951797486,1.2950105965137482,STOP_LOSS,12963,0.22917823493480682,0.22918981313705444,-0.0008112013339995894,-0.06267978002623957,9975.012518728126
EURUSD,SELL,1.088799774646759,1.0881397962570192,TAKE_PROFIT,13466,0.22918981313705444,0.22918981313705444,0.000659978389739857,0.060615221008286375,9980.00002498749
EURUSD,SELL,1.0886809706687928,1.087990176677704,TAKE_PROFIT,13465,0.22918981313705444,0.22918981313705444,0.000690793991088734,0.06345238042182082,9984.990024999985
NZDUSD,SELL,0.5977597892284394,0.598390132188797,STOP_LOSS,9728,0.22918981313705444,0.22918981313705444,-0.0006303429603575772,-0.10545088038979582,9979.997529987484
GBPUSD,SELL,1.294540023803711,1.2958893656730652,STOP_LOSS,12974,0.22918981313705444,0.22920139133930206,-0.0013493418693542036,-0.10423330639013151,9975.00753122249
GBPUSD,SELL,1.2949612379074098,1.2957594215869903,STOP_LOSS,12975,0.22920139133930206,0.22920139133930206,-0.0007981836795805108,-0.06163765031842453,9970.02002745688
GBPUSD,SELL,1.2960999727249145,1.2952394127845765,TAKE_PROFIT,12966,0.22920139133930206,0.22920139133930206,0.0008605599403379571,0.06639610820519654,9975.005037470608
GBPUSD,SELL,1.2959388017654419,1.2950105965137482,TAKE_PROFIT,12965,0.22920139133930206,0.22920139133930206,0.0009282052516936812,0.07162415774797377,9979.992539989344
GBPUSD,SELL,1.2954889953136444,1.2962092280387878,STOP_LOSS,12985,0.22920139133930206,0.22921296954154968,-0.0007202327251434326,-0.05559543367398969,9975.002543719349
GBPUSD,SELL,1.2962508380413056,1.2951406180858613,TAKE_PROFIT,13022,0.22921296954154968,0.2292708307504654,0.0011102199554442471,0.08564854292567635,9979.99004499121
EURUSD,SELL,1.0892001807689669,1.0885600030422211,TAKE_PROFIT,13542,0.2292708307504654,0.229282408952713,0.0006401777267457387,0.058775029425149214,9984.980040013705
EURUSD,SELL,1.0883509814739227,1.0890594124794006,STOP_LOSS,13552,0.229282408952713,0.22929398715496063,-0.0007084310054779053,-0.0650921455979667,9979.987549993697
NZDUSD,SELL,0.5983604311943055,0.5987300217151642,STOP_LOSS,9855,0.22929398715496063,0.22931712865829468,-0.00036959052085872024,-0.06176720611706076,9974.997556218701
EURUSD,SELL,1.0892705976963044,1.0887096226215363,TAKE_PROFIT,13794,0.22931712865829468,0.2295949012041092,0.0005609750747681552,0.05150006581969255,9979.98505499681
USDJPY,BUY,152.11109519004822,152.02590823173523,STOP_LOSS,15441,0.2295949012041092,0.22978009283542633,-0.08518695831298828,-0.05600311943488104,9974.995062469312
USDCHF,BUY,0.8654700338840484,0.8659391820430755,TAKE_PROFIT,15274,0.22978009283542633,0.22989583015441895,0.0004691481590270996,0.054207325575636726,9979.982560000546
EURUSD,BUY,1.088410383462906,1.089019811153412,TAKE_PROFIT,14209,0.22989583015441895,0.2302546352148056,0.0006094276905059814,0.05599245466282813,9984.972551280547
AUDUSD,BUY,0.657829886674881,0.6574698090553284,STOP_LOSS,9062,0.2302546352148056,0.2304166704416275,-0.0003600776195525901,-0.05473719374056824,9979.980065004907
AUDUSD,BUY,0.6575204849243165,0.6578597962856293,TAKE_PROFIT,9174,0.2304166704416275,0.23064814507961273,0.0003393113613128218,0.0516046829098987,9984.97005503741
USDJPY,BUY,152.09700465202332,152.00790166854858,STOP_LOSS,16035,0.23064814507961273,0.2313888818025589,-0.08910298347473145,-0.058582996870047914,9979.97757000989
USDJPY,BUY,152.02499628067017,151.94490551948547,STOP_LOSS,16108,0.2313888818025589,0.23159721493721008,-0.08009076118469238,-0.05268262663649599,9974.987581224887
