Local time,Ask,Bid,AskVolume,BidVolume
28.10.2024 00:03:47.999 GMT-0700,0.6598100000000001,0.65971,1799999.9523,1200000.0477
28.10.2024 00:03:55.644 GMT-0700,0.65979,0.65971,1200000.0477,1799999.9523
28.10.2024 00:03:57.009 GMT-0700,0.65978,0.65969,1200000.0477,1799999.9523
28.10.2024 00:03:57.162 GMT-0700,0.65979,0.6597000000000001,1200000.0477,1200000.0477
28.10.2024 00:03:58.828 GMT-0700,0.6598100000000001,0.65971,1200000.0477,1200000.0477
28.10.2024 00:04:00.345 GMT-0700,0.6598100000000001,0.65974,1200000.0477,1200000.0477
28.10.2024 00:04:00.550 GMT-0700,0.65984,0.6597500000000001,1200000.0477,2700000.0477
28.10.2024 00:04:01.986 GMT-0700,0.65985,0.65976,1200000.0477,3599999.9046
28.10.2024 00:04:08.336 GMT-0700,0.6598600000000001,0.65978,1200000.0477,1200000.0477
28.10.2024 00:04:08.439 GMT-0700,0.65988,0.65978,1799999.9523,1200000.0477
28.10.2024 00:04:09.201 GMT-0700,0.65984,0.65976,1200000.0477,3599999.9046
28.10.2024 00:04:09.305 GMT-0700,0.65985,0.65974,3599999.9046,1200000.0477
28.10.2024 00:04:11.171 GMT-0700,0.65983,0.6597500000000001,1200000.0477,1200000.0477
28.10.2024 00:04:15.110 GMT-0700,0.65983,0.65974,1200000.0477,1200000.0477
28.10.2024 00:04:15.718 GMT-0700,0.65983,0.65973,1799999.9523,1200000.0477
28.10.2024 00:04:19.545 GMT-0700,0.6598,0.65972,1200000.0477,1200000.0477
28.10.2024 00:04:19.750 GMT-0700,0.6598100000000001,0.65973,1799999.9523,1200000.0477
28.10.2024 00:04:25.902 GMT-0700,0.6598,0.65972,1200000.0477,1200000.0477
28.10.2024 00:04:29.712 GMT-0700,0.65982,0.6597500000000001,1799999.9523,1200000.0477
28.10.2024 00:04:29.816 GMT-0700,0.65983,0.6597500000000001,1200000.0477,2789999.9619
28.10.2024 00:04:31.232 GMT-0700,0.65984,0.65977,1200000.0477,1200000.0477
28.10.2024 00:04:31.335 GMT-0700,0.65985,0.65977,1799999.9523,1200000.0477
28.10.2024 00:04:34.665 GMT-0700,0.65983,0.65974,1200000.0477,3599999.9046
28.10.2024 00:04:34.769 GMT-0700,0.65982,0.65974,1200000.0477,3599999.9046
28.10.2024 00:04:36.183 GMT-0700,0.65983,0.65974,1799999.9523,3690000.0572
28.10.2024 00:04:42.470 GMT-0700,0.65982,0.65974,1200000.0477,1200000.0477
28.10.2024 00:04:44.784 GMT-0700,0.65982,0.65972,1200000.0477,1799999.9523
28.10.2024 00:04:45.140 GMT-0700,0.65982,0.65973,1799999.9523,1320000.0525
28.10.2024 00:04:46.100 GMT-0700,0.6598100000000001,0.65972,1200000.0477,1200000.0477
28.10.2024 00:04:50.840 GMT-0700,0.6598,0.65971,1200000.0477,1200000.0477
28.10.2024 00:04:56.351 GMT-0700,0.65979,0.65969,1200000.0477,1200000.0477
28.10.2024 00:04:56.455 GMT-0700,0.65978,0.65968,1200000.0477,1200000.0477
28.10.2024 00:04:56.558 GMT-0700,0.65978,0.6597000000000001,1799999.9523,1200000.0477
28.10.2024 00:05:11.082 GMT-0700,0.65977,0.65969,1200000.0477,1200000.0477
28.10.2024 00:05:11.741 GMT-0700,0.65978,0.6597000000000001,1200000.0477,1200000.0477
28.10.2024 00:05:17.287 GMT-0700,0.6598100000000001,0.65972,1200000.0477,1200000.0477
28.10.2024 00:05:17.389 GMT-0700,0.65982,0.65972,1200000.0477,1200000.0477
28.10.2024 00:05:19.962 GMT-0700,0.6598100000000001,0.6597000000000001,1200000.0477,3690000.0572
28.10.2024 00:05:24.680 GMT-0700,0.65979,0.6597000000000001,1200000.0477,3599999.9046
28.10.2024 00:05:25.443 GMT-0700,0.65979,0.65968,1200000.0477,1799999.9523
28.10.2024 00:05:29.787 GMT-0700,0.65976,0.65968,1200000.0477,2700000.0477
28.10.2024 00:05:31.606 GMT-0700,0.65978,0.6597000000000001,1200000.0477,1200000.0477
28.10.2024 00:05:31.658 GMT-0700,0.6598,0.65971,1200000.0477,1200000.0477
28.10.2024 00:05:32.468 GMT-0700,0.65982,0.65974,3599999.9046,1200000.0477
28.10.2024 00:05:32.623 GMT-0700,0.65983,0.6597500000000001,1200000.0477,1200000.0477
28.10.2024 00:05:32.726 GMT-0700,0.65982,0.65974,1200000.0477,1200000.0477
28.10.2024 00:05:41.467 GMT-0700,0.6598100000000001,0.65972,1200000.0477,1889999.9857
28.10.2024 00:05:41.569 GMT-0700,0.6598100000000001,0.6597000000000001,1200000.0477,1889999.9857
28.10.2024 00:05:44.369 GMT-0700,0.65978,0.6597000000000001,1200000.0477,1889999.9857
28.10.2024 00:05:48.507 GMT-0700,0.65977,0.65969,1200000.0477,1200000.0477
28.10.2024 00:05:49.773 GMT-0700,0.65977,0.65967,1200000.0477,1799999.9523
28.10.2024 00:05:58.249 GMT-0700,0.6598,0.65972,1200000.0477,1200000.0477
28.10.2024 00:05:58.352 GMT-0700,0.6598,0.65972,1200000.0477,1799999.9523
28.10.2024 00:06:00.429 GMT-0700,0.6598100000000001,0.65973,1200000.0477,1320000.0525
28.10.2024 00:06:00.885 GMT-0700,0.65982,0.6597500000000001,1200000.0477,1200000.0477
28.10.2024 00:06:00.988 GMT-0700,0.65984,0.65976,1799999.9523,1200000.0477
